0   415   0.85   0.150551   0.124565
1   415   0.75   -0.0249422   0.112562
2   415   0.65   0.176593   0.111784
3   415   0.55   -0.00735007   0.109049
4   415   0.45   -0.298899   0.106262
5   415   0.35   -0.43087   0.103701
6   415   0.25   -0.333968   0.10195
7   415   0.15   -0.211815   0.0958089
8   415   0.05   -0.564781   0.0980731
9   415   -0.05   -0.0751647   0.098787
10   415   -0.15   0.00938762   0.0978308
11   415   -0.25   -0.584786   0.101935
12   415   -0.35   -0.0145247   0.104376
13   415   -0.45   -0.273735   0.0948838
14   415   -0.55   -0.228132   0.0950115
15   415   -0.65   -0.414473   0.0984313
16   415   -0.75   0.0255952   0.1097
17   415   -0.85   0.213882   0.16696
18   425   0.85   0.22319   0.118641
19   425   0.75   -0.169276   0.109162
20   425   0.65   0.0797282   0.105948
21   425   0.55   -0.112122   0.101286
22   425   0.45   -0.25577   0.100686
23   425   0.35   -0.219802   0.0971419
24   425   0.25   -0.429383   0.0974871
25   425   0.15   -0.384184   0.0900941
26   425   0.05   -0.257727   0.0908085
27   425   -0.05   -0.26825   0.0936168
28   425   -0.15   -0.52299   0.0932269
29   425   -0.25   -0.471616   0.0945776
30   425   -0.35   -0.349251   0.0979718
31   425   -0.45   -0.180221   0.0906245
32   425   -0.55   -0.368522   0.090687
33   425   -0.65   -0.184734   0.0925684
34   425   -0.75   -0.272558   0.103433
35   425   -0.85   -0.0564964   0.152839
36   435   0.85   0.115028   0.112044
37   435   0.75   -0.00659821   0.10066
38   435   0.65   -0.133124   0.0997027
39   435   0.55   -0.0643652   0.0956579
40   435   0.45   -0.260112   0.0945748
41   435   0.35   -0.292456   0.0905047
42   435   0.25   -0.328235   0.0926009
43   435   0.15   -0.2276   0.0850824
44   435   0.05   -0.195036   0.0844649
45   435   -0.05   -0.348003   0.0867967
46   435   -0.15   -0.353182   0.0874253
47   435   -0.25   -0.397643   0.0906123
48   435   -0.35   -0.177749   0.0897057
49   435   -0.45   -0.347746   0.0853703
50   435   -0.55   -0.486213   0.082132
51   435   -0.65   -0.231783   0.0864552
52   435   -0.75   -0.347323   0.0932651
53   435   -0.85   -0.636367   0.134393
54   445   0.85   0.305825   0.0962376
55   445   0.75   0.0832039   0.0901876
56   445   0.65   -0.0880964   0.0869637
57   445   0.55   -0.207942   0.0856484
58   445   0.45   -0.181971   0.083041
59   445   0.35   -0.311678   0.0798695
60   445   0.25   -0.261412   0.0805996
61   445   0.15   -0.0865258   0.0743206
62   445   0.05   -0.275513   0.0740698
63   445   -0.05   -0.11383   0.0753103
64   445   -0.15   -0.202752   0.0760961
65   445   -0.25   -0.21981   0.0796055
66   445   -0.35   -0.483785   0.079224
67   445   -0.45   -0.357691   0.0757797
68   445   -0.55   -0.401616   0.0715646
69   445   -0.65   -0.228221   0.0751179
70   445   -0.75   -0.182312   0.0812802
71   445   -0.85   -0.465941   0.114349
72   455   0.85   0.0743456   0.101969
73   455   0.75   0.0465415   0.0947703
74   455   0.65   0.143077   0.0934527
75   455   0.55   -0.145714   0.0910523
76   455   0.45   0.019995   0.0882344
77   455   0.35   0.0162643   0.0844017
78   455   0.25   -0.389051   0.0872777
79   455   0.15   0.11923   0.0815259
80   455   0.05   -0.247553   0.0795458
81   455   -0.05   -0.347288   0.0814813
82   455   -0.15   -0.290313   0.0832874
83   455   -0.25   -0.271661   0.087075
84   455   -0.35   -0.258976   0.083915
85   455   -0.45   -0.320336   0.0839995
86   455   -0.55   -0.240852   0.0785006
87   455   -0.65   -0.318329   0.0824206
88   455   -0.75   -0.301235   0.0882034
89   455   -0.85   -0.381865   0.122752
90   465   0.85   -0.00406629   0.104283
91   465   0.75   0.146224   0.0960876
92   465   0.65   -0.144854   0.0926137
93   465   0.55   -0.10088   0.0905734
94   465   0.45   -0.0352359   0.0889641
95   465   0.35   0.0412025   0.0859304
96   465   0.25   -0.00163546   0.0853902
97   465   0.15   -0.356647   0.0798712
98   465   0.05   -0.262283   0.0777564
99   465   -0.05   -0.194454   0.0816413
100   465   -0.15   -0.233959   0.0834126
101   465   -0.25   -0.430086   0.0874767
102   465   -0.35   -0.430248   0.0838738
103   465   -0.45   -0.33766   0.0819617
104   465   -0.55   -0.459717   0.0762472
105   465   -0.65   -0.263858   0.0796519
106   465   -0.75   -0.202418   0.0886851
107   465   -0.85   -0.345956   0.117607
108   475   0.85   0.0915141   0.0806233
109   475   0.75   0.0372461   0.0726408
110   475   0.65   0.0250378   0.0724077
111   475   0.55   -0.0784078   0.0695013
112   475   0.45   -0.143899   0.0684287
113   475   0.35   -0.0513991   0.0659144
114   475   0.25   -0.091074   0.0655874
115   475   0.15   -0.117235   0.0611387
116   475   0.05   -0.172099   0.0601463
117   475   -0.05   -0.160758   0.0626317
118   475   -0.15   -0.324927   0.0633995
119   475   -0.25   -0.242303   0.0673357
120   475   -0.35   -0.0862925   0.0640416
121   475   -0.45   -0.263256   0.0620726
122   475   -0.55   -0.368898   0.0587347
123   475   -0.65   -0.141459   0.0604818
124   475   -0.75   -0.259799   0.0659429
125   475   -0.85   -0.250079   0.0853076
126   485   0.85   0.135913   0.0941278
127   485   0.75   0.214739   0.0858285
128   485   0.65   0.14985   0.0838572
129   485   0.55   0.0358608   0.0817316
130   485   0.45   -0.324706   0.0794985
131   485   0.35   -0.115805   0.0773982
132   485   0.25   -0.0427994   0.0757842
133   485   0.15   -0.249168   0.0723119
134   485   0.05   -0.223056   0.0693981
135   485   -0.05   -0.244118   0.0721213
136   485   -0.15   -0.35642   0.0736274
137   485   -0.25   -0.195524   0.078438
